accession,x,y,z
CY080194,-0.28644738,0.7986651,-0.5292278
CY078982,-0.267902,0.8209669,-0.504224
CY078990,-0.2555485,0.82521206,-0.5037064
CY078950,-0.27088916,0.8453205,-0.4604913
CY078998,-0.29188547,0.86556953,-0.4069302
CY031031,-0.24671471,0.824473,0.50928986
CY021560,-0.31399015,0.84221596,0.4382721
CY024749,-0.2758935,0.8020585,0.5297027
KU971564,-0.24534106,0.6485628,0.7205374
MK592566,-0.29267713,0.87372285,0.388521
KR265545,-0.32844305,0.8996977,0.2875226
KR265553,-0.32844305,0.8996977,0.2875226
KR265561,-0.32844305,0.8996977,0.2875226
KR265569,-0.32844305,0.8996977,0.2875226
KR265577,-0.31556344,0.91481775,0.25204802
KR265585,-0.31556344,0.91481775,0.25204802
KR265593,-0.31013912,0.91900826,0.2433878
LC278302,-0.30122402,0.81470597,0.49549803
LC374917,-0.22823325,0.68420804,0.69265366
LC208513,-0.24337788,0.64929587,0.72054297
LC315924,-0.21475272,0.6441111,0.73416775
LC374949,-0.28189033,0.8011994,0.5278422
LC503262,-0.2673444,0.6747467,0.68792725
LC416567,-0.27656898,0.8082355,0.51987004
LC208505,-0.23127535,0.67531335,0.7003311
LC208521,-0.26176193,0.6658491,0.6986599
MG021168,-0.3175699,0.83391184,0.45137608
GU324775,-0.34923863,0.84696037,0.40086216
KC282880,-0.30950457,0.83691615,0.45141813
KF142482,-0.20250395,0.7173516,0.6666325
CY125008,-0.26368174,0.855415,0.44579935
KC261670,-0.22775815,0.68238044,0.69461
KC261678,-0.22217135,0.81943464,0.52836233
JX507356,-0.344811,0.8266995,0.44460478
MF630478,-0.20571692,0.6387896,0.74136925
MF630486,-0.2139569,0.6775891,0.70363015
MN171443,-0.28558964,0.8344537,0.4713021
MF630494,-0.22455992,0.66439927,0.7128439
KU161004,-0.2612082,0.8389087,0.4774961
MN171451,-0.32675517,0.8852539,0.33099332
KP285310,-0.30900925,0.83650297,0.45252204
MK744008,-0.20097677,0.7045987,0.6805505
MK744016,-0.22445837,0.6759401,0.7019426
KP286422,-0.28476673,0.6426157,0.7113037
KP286430,-0.28476673,0.6426157,0.7113037
KP286438,-0.28476673,0.6426157,0.7113037
KP287831,-0.33447587,0.7706999,0.5423536
KP287839,-0.33447587,0.7706999,0.5423536
KP287895,-0.2810721,0.83229405,0.47779188
KP287903,-0.2810721,0.83229405,0.47779188
KP285478,-0.31087494,0.84560883,0.43393835
KP285486,-0.33108985,0.8901597,0.3130419
KP285494,-0.29091817,0.8142018,0.5024361
KP287911,-0.2810721,0.83229405,0.47779188
MF113095,-0.23898076,0.67222613,0.7007141
KF259793,-0.34974933,0.8555003,0.38183066
KF259767,-0.34113124,0.85208243,0.39696974
KF259768,-0.33601835,0.85458535,0.39594892
KF259769,-0.34974933,0.8555003,0.38183066
KF259770,-0.33193251,0.85294086,0.40288025
MF113112,-0.21343456,0.6529043,0.7267473
KP416701,-0.274956,0.82762176,0.4893275
KP416709,-0.27295008,0.8290963,0.4879525
KP285502,-0.20162588,0.65665805,0.7267374
KP416717,-0.27498117,0.8340012,0.47835907
KP416725,-0.274956,0.82762176,0.4893275
KP416733,-0.27240705,0.8336299,0.48047417
KP287927,-0.23742849,0.8202318,0.5204302
KP416741,-0.27446434,0.8163,0.50825554
KP416749,-0.2747914,0.8320355,0.48187825
KP416767,-0.2747914,0.8320355,0.48187825
KP416775,-0.27494586,0.8351668,0.47634146
KP416783,-0.2747914,0.8320355,0.48187825
KF259761,-0.2751363,0.8100522,0.51779854
KP416791,-0.2747914,0.8320355,0.48187825
KP416799,-0.2747914,0.8320355,0.48187825
KP416808,-0.2769836,0.83751065,0.47101596
KF259775,-0.28651166,0.8492015,0.44358522
KF259771,-0.3384635,0.8566143,0.3894284
KF259773,-0.3250241,0.90045965,0.2890186
KP416816,-0.2809899,0.83467025,0.47367737
KF259777,-0.32050988,0.85853493,0.4002388
KF259778,-0.27786326,0.7742712,0.5685913
KP416824,-0.27919382,0.83189166,0.4795905
KP416832,-0.27738723,0.8281212,0.48710528
KP416840,-0.2747914,0.8320355,0.48187825
KP287943,-0.3257404,0.8926499,0.3115596
KP416856,-0.27446434,0.8163,0.50825554
KF259762,-0.34027258,0.8552791,0.39078423
KF259763,-0.29901633,0.80529916,0.51194
KP417059,-0.2761679,0.83369315,0.47821242
KP416864,-0.2747914,0.8320355,0.48187825
KP287795,-0.28529927,0.8321381,0.4755528
KF259764,-0.3128884,0.8587378,0.40579587
KF259765,-0.30904338,0.8608066,0.40435654
KP287967,-0.30536363,0.8965238,0.3209331
KP417079,-0.2747914,0.8320355,0.48187825
KP416874,-0.27446434,0.8163,0.50825554
KP287975,-0.3081703,0.8973227,0.31597954
KP287983,-0.3081703,0.8973227,0.31597954
KP287991,-0.30792624,0.89707446,0.316921
KP287666,-0.28012112,0.8162847,0.5051845
KP286877,-0.2747914,0.8320355,0.48187825
KP416885,-0.2747914,0.8320355,0.48187825
KP416896,-0.2747914,0.8320355,0.48187825
KP286905,-0.26688826,0.84570843,0.4621124
KP286903,-0.29056278,0.80290896,0.5204905
KP286904,-0.3568194,0.83864224,0.41153276
KP416904,-0.2747914,0.8320355,0.48187825
KP286916,-0.2747914,0.8320355,0.48187825
KP286928,-0.2747914,0.8320355,0.48187825
KP416912,-0.2747914,0.8320355,0.48187825
KP287729,-0.34704423,0.8924296,0.28832236
KP287730,-0.26326597,0.8440187,0.46725094
KP287847,-0.33447587,0.7706999,0.5423536
KP287748,-0.27960822,0.8256928,0.48994964
KP287749,-0.35330564,0.889151,0.290836
KF259737,-0.20448677,0.81552625,0.54138905
KP416928,-0.27332854,0.8304151,0.48549175
KF259738,-0.19968739,0.8147317,0.5443685
KF259791,-0.20448677,0.81552625,0.54138905
KF259739,-0.20448677,0.81552625,0.54138905
KF259740,-0.20448677,0.81552625,0.54138905
KF259741,-0.20448677,0.81552625,0.54138905
KP286942,-0.2731777,0.8315536,0.48362443
KF259742,-0.20448677,0.81552625,0.54138905
KF259792,-0.20448677,0.81552625,0.54138905
KF259776,-0.20448677,0.81552625,0.54138905
KF259743,-0.20448677,0.81552625,0.54138905
KP285518,-0.30115098,0.810705,0.50206125
KP286118,-0.29881158,0.8096364,0.5051736
KP285526,-0.30115098,0.810705,0.50206125
KP285534,-0.30115098,0.810705,0.50206125
KP286134,-0.30115098,0.810705,0.50206125
KP286142,-0.30115098,0.810705,0.50206125
KP286150,-0.30115098,0.810705,0.50206125
KP286158,-0.30115098,0.810705,0.50206125
KP285542,-0.30115098,0.810705,0.50206125
KP286166,-0.30115098,0.810705,0.50206125
KP285550,-0.30115098,0.810705,0.50206125
KP285558,-0.30115098,0.810705,0.50206125
KP286174,-0.30115098,0.810705,0.50206125
KP286182,-0.30115098,0.810705,0.50206125
KP286190,-0.30115098,0.810705,0.50206125
KP286198,-0.3014289,0.81060153,0.50206155
KP286206,-0.30115098,0.810705,0.50206125
KP286214,-0.30115098,0.810705,0.50206125
KP286222,-0.2989986,0.8119125,0.501396
KP286230,-0.3014289,0.81060153,0.50206155
KP285566,-0.30115098,0.810705,0.50206125
KP285574,-0.30912215,0.810833,0.49698433
MK744024,-0.23788844,0.6475006,0.7239835
KP416936,-0.27421412,0.82737046,0.4901681
KP286953,-0.28040063,0.8361555,0.47140154
KP416953,-0.2805966,0.8318173,0.47890022
KP286966,-0.2805966,0.8318173,0.47890022
KP416962,-0.2805966,0.8318173,0.47890022
KP417095,-0.2805966,0.8318173,0.47890022
MK744032,-0.26138464,0.68216515,0.68288267
KP287484,-0.21780042,0.65195715,0.7263022
KP286238,-0.20313276,0.6666362,0.7171702
KP286246,-0.19894888,0.6643726,0.7204363
KP286254,-0.19894888,0.6643726,0.7204363
KP285062,-0.20044516,0.66226625,0.72195923
KP287773,-0.3481488,0.8451815,0.40553737
KP287855,-0.33683062,0.7732273,0.5372754
KP286978,-0.30563223,0.84195065,0.4446438
KP287863,-0.33447587,0.7706999,0.5423536
MK744040,-0.28679913,0.8395492,0.4614147
KP287871,-0.33447587,0.7706999,0.5423536
KP287951,-0.34690046,0.8940698,0.2833712
CY109691,-0.25504035,0.85230815,0.45664555
KP287879,-0.33447587,0.7706999,0.5423536
CY109699,-0.2618545,0.8540388,0.4494997
KP416970,-0.2784089,0.8352318,0.47421134
KP286992,-0.28656963,0.8351504,0.46946946
KP416990,-0.2747914,0.8320355,0.48187825
KP416999,-0.2747914,0.8320355,0.48187825
KP417009,-0.29945356,0.8385971,0.45506305
KP285582,-0.29945356,0.8385971,0.45506305
KP287004,-0.28127217,0.8355454,0.4719638
KP417018,-0.2747914,0.8320355,0.48187825
KP417026,-0.2747914,0.8320355,0.48187825
KP417034,-0.2892629,0.832777,0.4720269
KP287033,-0.2904212,0.80316323,0.5201772
CY109331,-0.24232139,0.85525393,0.4580624
KP287684,-0.33673117,0.9029696,0.26694182
KP287696,-0.33751866,0.90054643,0.27403885
KP285590,-0.31701,0.8269516,0.4643874
KP285598,-0.31701,0.8269516,0.4643874
KP285606,-0.31701,0.8269516,0.4643874
KP285622,-0.3156769,0.82678056,0.46559846
KP285630,-0.31701,0.8269516,0.4643874
KP285646,-0.31701,0.8269516,0.4643874
KP285654,-0.31701,0.8269516,0.4643874
KP285662,-0.31701,0.8269516,0.4643874
KP285670,-0.31701,0.8269516,0.4643874
KP285678,-0.31701,0.8269516,0.4643874
KP285686,-0.31701,0.8269516,0.4643874
KP285694,-0.31701,0.8269516,0.4643874
KP285702,-0.32014877,0.8267273,0.4626302
KP285718,-0.32505062,0.8216367,0.46824703
KP285726,-0.31701,0.8269516,0.4643874
KP285734,-0.31701,0.8269516,0.4643874
CY109707,-0.25511158,0.85748273,0.44681248
KU366361,-0.31349477,0.92141074,0.22961533
KF259752,-0.31694296,0.8530333,0.4145858
HM172242,-0.20023689,0.6984737,0.6870514
KF259753,-0.31935912,0.8517767,0.41531447
KF259754,-0.32963607,0.8573373,0.39536417
KP285742,-0.17231,0.6679509,0.72398263
KP285750,-0.17231,0.6679509,0.72398263
KP287887,-0.33447587,0.7706999,0.5423536
KF259797,-0.3235781,0.85611874,0.40293664
KF259756,-0.32963607,0.8573373,0.39536417
HM745399,-0.3143058,0.85173625,0.41923395
KU161012,-0.28105527,0.85581684,0.43426424
KU161020,-0.27023003,0.8597196,0.4334259
KU161028,-0.3237212,0.84410775,0.4274187
KU161036,-0.26113254,0.7896698,0.555186
KP862046,-0.21705806,0.6579096,0.7211384
KX061803,-0.26945904,0.83475065,0.48019084
KJ907688,-0.21539709,0.63527024,0.7416441
KJ907632,-0.22538853,0.68756866,0.69025314
DQ376758,-0.23440045,0.8517566,0.46857998
KJ764735,-0.24602894,0.8249722,0.5088129
AY676040,-0.19265214,0.67869705,0.7086999
JN852782,-0.18581906,0.8649354,0.46621668
KJ764776,-0.3323975,0.90491164,0.26579484
DQ449643,-0.19796418,0.6923612,0.6938632
EU871831,-0.8106475,0.5329626,0.24249023
GU186461,-0.29388675,0.81324863,-0.5022522
GU186727,-0.23310964,0.6964798,0.67865723
CY098353,-0.19891223,0.70108724,0.68477046
CY098310,-0.2139926,0.69291043,0.68853635
CY098318,-0.2170538,0.69667876,0.683759
CY098326,-0.2170538,0.69667876,0.683759
CY098375,-0.21266702,0.7018762,0.67981064
CY098383,-0.21021111,0.70393366,0.6784459
CY098391,-0.2170538,0.69667876,0.683759
CY098413,-0.2170538,0.69667876,0.683759
CY098437,-0.2170538,0.69667876,0.683759
CY098445,-0.2170538,0.69667876,0.683759
CY098453,-0.2170538,0.69667876,0.683759
CY098461,-0.21747638,0.7033408,0.6767685
CY041039,-0.19359626,0.65601933,0.7294924
CY040935,-0.19442402,0.6741229,0.71257114
CY040951,-0.20898853,0.6686831,0.7135732
CY040959,-0.20898853,0.6686831,0.7135732
CY034697,-0.19189417,0.662789,0.72380066
CY040919,-0.19819243,0.66482097,0.7202311
CY040911,-0.19819243,0.66482097,0.7202311
CY040983,-0.22989075,0.67288494,0.70311886
CY040927,-0.2030491,0.65922254,0.7240144
KM496978,-0.25835004,0.67784214,0.6883207
KJ907648,-0.3170827,0.82536584,0.46715063
KF435050,-0.30400673,0.8942425,-0.32849684
CY014690,-0.29039627,0.8683697,-0.4020001
CY130073,-0.2859643,0.8662768,-0.40962064
GQ257443,-0.29651114,0.86254835,-0.4099897
CY180519,-0.2771077,0.83242524,-0.47987455
CY180463,-0.2550745,0.8220755,-0.509047
CY180471,-0.2550745,0.8220755,-0.509047
CY180783,-0.28736332,0.81993043,-0.49511263
CY180623,-0.27212483,0.8296952,-0.487395
CY177539,-0.24841493,0.82061076,-0.5146727
CY180479,-0.2590493,0.83389634,-0.4873502
CY180487,-0.27090403,0.8318028,-0.48447403
CY180767,-0.28736332,0.81993043,-0.49511263
CY180631,-0.31733572,0.8229321,-0.47125447
CY180751,-0.26719725,0.8129167,-0.51746696
CY177549,-0.25223398,0.8285519,-0.4998798
CY177550,-0.2761766,0.876221,-0.3949218
CY180503,-0.26087338,0.8330314,-0.48785618
GQ923176,-0.28099114,0.8057124,-0.521413
CY180775,-0.28586903,0.8330743,-0.47356737
CY180727,-0.2653747,0.8192324,-0.5083647
CY180735,-0.2653747,0.8192324,-0.5083647
CY180743,-0.2653747,0.8192324,-0.5083647
CY180639,-0.27090403,0.8318028,-0.48447403
CY180535,-0.26212084,0.80256796,-0.5358894
CY180759,-0.29538396,0.86044663,-0.41518664
CY180527,-0.3085063,0.82586074,-0.47199354
CY180495,-0.2967951,0.8424723,-0.44961435
LC415035,-0.27506292,0.80503875,0.52559775
CY005898,-0.28479218,0.83526325,-0.47034943
MT020159,-0.30499136,0.87612605,0.3733408
LC121245,-0.2733196,0.842249,0.46466452
LC339756,-0.28615788,0.82313514,0.49047142
LC339764,-0.28758633,0.7593332,0.5837014
LC339772,-0.2292758,0.834127,0.501662
LC339780,-0.28431824,0.82813305,0.48307222
LC339788,-0.28841925,0.82413274,0.48746228
LC339796,-0.25035384,0.8365641,0.48732272
LC121253,-0.2907533,0.868544,0.4013649
LC339804,-0.28614098,0.8231435,0.49046734
LC339812,-0.28529254,0.8329033,0.4742155
LC132905,-0.28149083,0.8150838,0.5063608
MK978913,-0.29509228,0.8279675,0.47685447
LC121269,-0.27330485,0.8422099,0.46474397
LC132921,-0.28149083,0.8150838,0.5063608
LC339858,-0.28124532,0.7829128,0.55493116
LC339866,-0.24323204,0.8521443,0.46334457
MK978921,-0.25673252,0.83545226,0.48590937
LC121285,-0.26082394,0.83460665,0.48518306
LC339874,-0.2735751,0.7860997,0.55425984
LC339882,-0.23575966,0.8416124,0.48590738
LC121277,-0.29744098,0.8697186,0.39385074
LC339890,-0.29260358,0.8268299,0.4803492
LC121293,-0.305774,0.81024545,0.5000046
LC339898,-0.28061813,0.8257904,0.48920712
LC121301,-0.33843735,0.8310204,0.44143546
LC121309,-0.33160037,0.83390325,0.44118774
LC339906,-0.25750175,0.8365636,0.4835848
LC339914,-0.29260358,0.8268299,0.4803492
MK592574,-0.30891886,0.84919065,0.42830402
LC121317,-0.3138264,0.86644864,0.38830364
LC121325,-0.27202412,0.82276064,0.49906692
LC349304,-0.32327873,0.8535578,0.40857065
LC121341,-0.30550164,0.810051,0.50048584
LC349312,-0.2942032,0.7657467,0.571906
LC349320,-0.34862357,0.8619133,0.36819434
LC121349,-0.2844435,0.876283,0.3888703
LC349328,-0.27837008,0.7842744,0.554458
LC349336,-0.29588673,0.87634796,0.38008586
LC349344,-0.34199896,0.77324516,0.5339744
LC349352,-0.28493047,0.7688764,0.5724017
LC349360,-0.25297326,0.82249945,0.5094107
LC349368,-0.25297326,0.82249945,0.5094107
LC349376,-0.28790614,0.8099322,0.51099896
MT020167,-0.3003321,0.8223458,0.4832681
MK978929,-0.27338722,0.83110386,0.48427862
LC349384,-0.28613433,0.82315075,0.49045902
LC121237,-0.3109916,0.8726909,0.37642395
LC121357,-0.28469974,0.87601024,0.3892968
LC349392,-0.3067237,0.85558605,0.41700485
LC349400,-0.28245813,0.8494218,0.44575778
MT020175,-0.31785655,0.8783344,0.35706562
LC349416,-0.27762043,0.81747997,0.5046321
LC349424,-0.27763098,0.81747466,0.50463474
LC349432,-0.27665254,0.8179197,0.5044508
LC367355,-0.27665254,0.8179197,0.5044508
LC121365,-0.29745418,0.76703674,0.5684855
MT020183,-0.2835031,0.8393868,0.46374106
LC367363,-0.29951707,0.8189488,0.4895023
MK978937,-0.31011325,0.8245195,0.4732836
LC367371,-0.28245813,0.8494218,0.44575778
AB268554,-0.29720396,0.8138122,0.4993792
LC121373,-0.28787872,0.8590721,0.42322683
LC367379,-0.28614098,0.8231435,0.49046734
LC367387,-0.28245813,0.8494218,0.44575778
LC367395,-0.36739197,0.8157087,0.4468138
LC121381,-0.3062543,0.8275869,0.47043407
LC367403,-0.28245813,0.8494218,0.44575778
MK978945,-0.30029055,0.7671917,0.56678253
LC121389,-0.2895186,0.85641176,0.42747867
LC121397,-0.29413444,0.86479604,0.4069555
LC121405,-0.3117349,0.8695285,0.38306844
LC367411,-0.24727179,0.84146744,0.48040524
LC367419,-0.29588673,0.87634796,0.38008586
MK978953,-0.300266,0.76721185,0.5667682
LC367427,-0.29418606,0.81846887,0.4935212
LC132929,-0.30032548,0.7653735,0.5692169
MK978961,-0.26693892,0.7696359,0.5800035
MT020191,-0.26597917,0.8257941,0.497312
LC367435,-0.3007061,0.7641435,0.5706667
MT020199,-0.30619472,0.8758272,0.37305713
MK978969,-0.28900748,0.8557716,0.42910314
MT020207,-0.2577962,0.8155142,0.51814824
LC367443,-0.28928784,0.8315108,0.47423866
MK978977,-0.28858185,0.8537857,0.43332502
LC367451,-0.28581315,0.7605107,0.5830388
LC121421,-0.3063871,0.8278632,0.469861
LC367459,-0.21961781,0.83756423,0.5002542
MT020215,-0.2833666,0.8422231,0.458654
LC367467,-0.3007061,0.7641435,0.5706667
MT020223,-0.25570625,0.8156512,0.5189677
LC121429,-0.28924224,0.8582691,0.42392573
MK978985,-0.3056846,0.8636559,0.40081844
LC108121,-0.2606301,0.83439857,0.48564497
LC367475,-0.2842821,0.76943064,0.57197905
LC367483,-0.29419008,0.81846225,0.49352986
MT020231,-0.28691623,0.8284689,0.48095566
LC367491,-0.3007061,0.7641435,0.5706667
LC367499,-0.3394477,0.8333709,0.4361973
LC367507,-0.2579638,0.8447181,0.46894136
LC367515,-0.28333402,0.7698781,0.5718475
LC367523,-0.29419008,0.81846225,0.49352986
LC367531,-0.29419008,0.81846225,0.49352986
LC367539,-0.28429002,0.76944697,0.57195324
MT020239,-0.2557023,0.81563157,0.5190004
MK978993,-0.30683774,0.86309344,0.40114868
LC121437,-0.30640185,0.82751346,0.47046724
LC367547,-0.2878995,0.8099343,0.5109992
MK979001,-0.28644413,0.85666573,0.42903784
MK979009,-0.2878847,0.8562603,0.42888314
MT020247,-0.25572276,0.81562734,0.51899695
MK979017,-0.30122823,0.766711,0.5669354
MH734818,-0.31931913,0.8627836,0.391969
LC121453,-0.26828173,0.8397672,0.47203383
LC121461,-0.30911133,0.8779468,0.36559474
MK979025,-0.3192612,0.8628988,0.3917625
MH744644,-0.32051602,0.8622628,0.3921383
MK979033,-0.32242092,0.8643323,0.3859719
MH744652,-0.32468805,0.8632096,0.38658348
MT020255,-0.30721304,0.8613337,0.4046286
MT020263,-0.31665778,0.8741937,0.36812106
LC108129,-0.30550474,0.8100366,0.5005073
MK979041,-0.31103605,0.811504,0.49468967
MK979048,-0.30679938,0.86303866,0.4012958
AB473544,-0.28360936,0.8344335,0.472532
MK979057,-0.29272336,0.86041254,0.41713706
MT020271,-0.30495733,0.84294665,0.44321775
MK979065,-0.29272336,0.86041254,0.41713706
MK979073,-0.29272088,0.8604629,0.41703486
MK979081,-0.28466085,0.86342186,0.4164982
MK979089,-0.29184777,0.85886794,0.42091653
MK979097,-0.29152316,0.86097836,0.41680992
MK979105,-0.28914422,0.86960876,0.4002203
MK979113,-0.28682178,0.87068367,0.3995536
MK979121,-0.28244027,0.86438525,0.41601172
MK979129,-0.2800678,0.8654731,0.41535312
MK979137,-0.28838316,0.86152893,0.41785514
MK979145,-0.27820787,0.86597896,0.41554883
MK979153,-0.28909823,0.86967605,0.40010718
MK979161,-0.2868312,0.8707572,0.3993868
MK979169,-0.28838316,0.86152893,0.41785514
MK979177,-0.2927664,0.8603508,0.41723412
MK979185,-0.29035056,0.86157894,0.41638717
MK979193,-0.28840414,0.8614978,0.41790494
MK979201,-0.29272336,0.86041254,0.41713706
MK979209,-0.29151666,0.8610055,0.41675833
MT020279,-0.30593655,0.84245026,0.4434866
MK979217,-0.29023644,0.8236218,0.48724717
MK979225,-0.2947711,0.86270785,0.41090775
MK979233,-0.29112676,0.86166734,0.41566172
MK979241,-0.29234082,0.8634805,0.411021
LC121469,-0.2657977,0.8435358,0.46668944
MN692229,-0.317002,0.8432573,0.43408147
MN692270,-0.26901394,0.81777453,0.50879884
MN400360,-0.27723616,0.81860614,0.5030151
MF992943,-0.27935493,0.8180558,0.50273806
MK357986,-0.27935493,0.8180558,0.50273806
MK358010,-0.27935493,0.8180558,0.50273806
MK357978,-0.27935493,0.8180558,0.50273806
MK357962,-0.27935493,0.8180558,0.50273806
MK358002,-0.27807322,0.8194915,0.5011078
MK357994,-0.27935493,0.8180558,0.50273806
MK357970,-0.27935493,0.8180558,0.50273806
MK357954,-0.27935493,0.8180558,0.50273806
KF885676,-0.27935493,0.8180558,0.50273806
MN700136,-0.28632104,0.8573479,0.4277556
MN700144,-0.28557074,0.8546813,0.43355423
MN700152,-0.30068603,0.85991955,0.41246364
MN700160,-0.28937322,0.8179559,0.49720344
MN759700,-0.3038452,0.8328157,0.46270528
MN692217,-0.29833922,0.8312981,0.46897456
MN759716,-0.24903375,0.83032167,0.49854603
MN759708,-0.3038452,0.8328157,0.46270528
MN588198,-0.28478092,0.81248915,0.5086858
MN588287,-0.27090144,0.817046,0.5089677
MN435636,-0.32858136,0.7883384,0.5201508
MN588295,-0.3328066,0.789649,0.5154553
CY005471,-0.2940852,0.80558234,0.5143453
CY005496,-0.26800454,0.80244315,0.5331591
CY117198,-0.2733948,0.84217143,0.46476075
CY005433,-0.2767958,0.83961457,0.4673665
CY117206,-0.2733948,0.84217143,0.46476075
CY005489,-0.243947,0.8312195,0.4995639
CY005440,-0.2767958,0.83961457,0.4673665
CY117214,-0.2733948,0.84217143,0.46476075
KP288325,-0.28323197,0.66355866,0.6924373
KX349956,-0.2132276,0.67758507,0.7038554
DQ064454,-0.33038622,0.8953058,0.29878494
KC683704,-0.25693244,0.84698534,0.4654047
DQ064455,-0.32444635,0.8948785,0.30647522
AY233394,-0.83471835,-0.5497676,0.031635664
KY551144,-0.27687585,0.8409862,-0.46484622
MH546364,-0.2699567,0.83516407,-0.4791913
CY116902,-0.27505416,0.8527499,-0.4440301
MH546372,-0.24486199,0.8254327,-0.508629
MH546380,-0.24733002,0.82384825,-0.5100019
MH546388,-0.24944067,0.82474965,-0.507511
MH546396,-0.2601988,0.82602745,-0.49997523
CY028526,-0.27479362,0.90575874,-0.32262918
MH546404,-0.27866808,0.8660877,-0.41501358
MH546412,-0.27919722,0.8663111,-0.4141908
MH546420,-0.27866808,0.8660877,-0.41501358
MH546428,-0.27866808,0.8660877,-0.41501358
CY014891,-0.27061275,0.80646825,-0.5257164
CY022848,-0.27093548,0.9079131,-0.31982478
CY034289,-0.28852382,0.89305997,-0.34525037
GQ117140,-0.27886653,0.80242753,-0.52758276
GQ117148,-0.29409328,0.8294206,-0.47494274
GQ117156,-0.29519928,0.8286698,-0.47556677
GQ117172,-0.29519928,0.8286698,-0.47556677
GQ117196,-0.29519928,0.8286698,-0.47556677
GQ117204,-0.29812694,0.8311585,-0.4693568
GQ117228,-0.295675,0.82775396,-0.47686446
GQ117244,-0.29837808,0.8315865,-0.4684382
GQ117252,-0.29323843,0.83055896,-0.47347972
GQ257436,-0.26498455,0.8197201,-0.5077817
GQ117268,-0.29201052,0.8327156,-0.47044078
GQ923560,-0.2909317,0.83230287,-0.47183755
GQ923536,-0.29977676,0.83134735,-0.46796948
CY095183,-0.2382805,0.8766828,-0.41791102
CY037042,-0.23605952,0.9026514,-0.35985595
CY034377,-0.236294,0.90203846,-0.36123657
CY034817,-0.2774797,0.9117745,-0.30277434
CY005760,-0.39813817,0.915519,0.057542108
LC486282,-0.2541348,0.69035673,0.67736477
LC536339,-0.27986234,0.69251096,0.6649102
MF566120,-0.1964985,0.7060789,0.68032414
CY017030,-0.19235376,0.7070649,0.68048465
MF112645,-0.25068372,0.6513412,0.7161789
MF112724,-0.24415193,0.6514308,0.71835065
MN889503,-0.28771415,0.8390123,0.4618212
KP286575,-0.33858383,0.84110475,0.42178643
EU026113,-0.24364029,0.8081781,-0.5361785
DQ232610,-0.20254391,0.7001341,0.684681
EU026105,-0.23763052,0.81237566,-0.53251994
EU735837,-0.3877693,0.8929187,-0.22876015
EU742655,-0.26445475,0.81916654,-0.5089498
GQ923544,-0.26589435,0.8975312,-0.35176408
CY047476,-0.20340735,0.68235135,0.7021553
EU743010,-0.2764489,0.88751,-0.36864892
MH546436,-0.25352076,0.830585,-0.49583858
MN998505,-0.28806317,0.8271425,-0.4825504
KY551168,-0.2686274,0.9014044,-0.3395726
GQ923424,-0.2741089,0.797057,-0.5381118
GQ923432,-0.27518964,0.79622465,-0.5387922
KF382704,-0.2824764,0.81522006,-0.5055922
CY117190,-0.2414308,0.8346113,-0.4951112
CY005779,-0.30828622,0.9078008,0.28435436
CY005772,-0.3203521,0.89885616,0.29905206
GQ162790,-0.3093886,0.8377524,0.44994396
GQ227606,-0.29228628,0.83911306,0.45875707
KT449647,-0.21801807,0.6471482,0.7305254
LC010705,-0.23932318,0.65605605,0.7157618
LC028364,-0.29798633,0.82907313,0.47311932
LC050616,-0.23699111,0.6568662,0.7157947
LC053461,-0.28566498,0.81607276,0.5024149
LC053493,-0.29739985,0.82111603,0.4871568
LC536347,-0.29266042,0.68913895,0.6629008
AB828590,-0.24166459,0.6521579,0.7185321
LC053469,-0.25957364,0.82264775,0.50583816
CY117110,-0.3067699,0.90441996,0.2965077
CY117118,-0.30878568,0.90356135,0.2970326
CY117126,-0.30878568,0.90356135,0.2970326
MN687478,-0.29237702,0.82157016,0.4894263
MN687486,-0.29237702,0.82157016,0.4894263
MN687494,-0.29237702,0.82157016,0.4894263
MN687502,-0.29237702,0.82157016,0.4894263
KJ889432,-0.33485383,0.89787316,0.2858264
GU596985,-0.22608341,0.6934077,0.68415785
AY856864,-0.207411,0.67405295,0.7089663
KM504102,-0.32621393,0.83591825,0.44139
KU158909,-0.3070639,0.91141963,0.27390876
KX162599,-0.27574065,0.85302365,0.44307765
KX162604,-0.2800371,0.8252574,0.49043792
KX162605,-0.2800371,0.8252574,0.49043792
KX162606,-0.22427943,0.81346047,0.5366384
KX162601,-0.2656761,0.8191209,0.50838685
KX162602,-0.2656761,0.8191209,0.50838685
KU921403,-0.3262173,0.90854853,0.2610015
KX162603,-0.2672652,0.83061624,0.48851398
KU158915,-0.26107574,0.7902456,0.5543927
KC768049,-0.24625665,0.6762745,0.6942697
KC768050,-0.2300053,0.67462546,0.7014115
KC768048,-0.20846462,0.6484047,0.7321979
JX286594,-0.24538384,0.82492787,0.50919616
KX162600,-0.2656761,0.8191209,0.50838685
MF630502,-0.35158825,0.83499724,0.42327923
MF630510,-0.3609011,0.8987557,0.24897483
KM222557,-0.30179495,0.8455391,0.44043538
KM222565,-0.30977127,0.8397559,0.4459281
KM222573,-0.28408056,0.8529805,0.43786135
DQ997533,-0.1996375,0.6828974,0.7027061
CY110343,-0.27259395,0.8452945,0.4595322
CY110351,-0.2736259,0.84338045,0.4624265
CY110359,-0.28064254,0.83127314,0.47981733
HM145178,-0.25772446,0.83801216,0.4809509
