accession,x,y,z
MF146531,0.29529116,0.9392467,-0.174982
MF146229,0.28647158,0.9315327,-0.22401097
KX978076,0.31080845,0.94317365,-0.11756556
MF147189,0.31573534,0.91965175,-0.23356354
KX979090,0.30344144,0.9356388,-0.18028718
KX978980,0.31329533,0.94112694,-0.12698844
MF147647,0.3060016,0.9221645,-0.2365915
MF146608,0.33817884,0.9275292,-0.1591372
MF146148,0.3372087,0.93113536,-0.13884258
MF148130,0.30610424,0.9224516,-0.23533607
KX979063,0.29471698,0.94825715,-0.11811063
MF147797,0.30479413,0.92474616,-0.22791474
MF146087,0.2707912,0.95251685,-0.13922572
KX977772,0.30165648,0.92252034,-0.24074799
MF694026,0.325989,0.9214227,-0.21145064
MF682696,0.30790305,0.92482704,-0.22336179
MF146063,0.30914578,0.92117715,-0.23635049
MF959992,0.43564248,0.88093925,-0.18482855
MF147878,0.30723202,0.9218904,-0.2360648
MF575034,0.30510923,0.9450937,-0.11707377
KX978709,0.32641312,0.9360029,-0.13173051
MF575026,0.45011654,0.86832607,-0.20833859
MF145799,0.3015978,0.92436457,-0.23364292
MF146268,0.3371731,0.9334378,-0.12250803
KX977887,0.30610424,0.9224516,-0.23533607
KX978812,0.30366996,0.91577667,-0.26294026
MF147255,0.28569707,0.93092364,-0.22750454
MF103719,0.43038365,0.8841138,-0.18196929
MF147679,0.30610424,0.9224516,-0.23533607
MF147919,0.30366996,0.91577667,-0.26294026
MF147715,0.43564248,0.88093925,-0.18482855
KX977702,0.30610424,0.9224516,-0.23533607
KX978026,0.30366996,0.91577667,-0.26294026
MF147314,0.4170118,0.8896555,-0.1860488
MF146397,0.34102604,0.93150204,-0.12651125
MF147342,0.30328354,0.9229033,-0.23721027
KX978072,0.29604784,0.9391159,-0.17440434
MF146654,0.41747272,0.8905034,-0.1808867
KX978876,0.30886298,0.94538826,-0.1041385
MF146675,0.4529656,0.8663763,-0.21027204
MF146953,0.30328354,0.9229033,-0.23721027
MF146238,0.413287,0.8903864,-0.190803
KX977785,0.44133872,0.878404,-0.18337558
MF146920,0.44712105,0.8721561,-0.19856144
MF147705,0.29962903,0.9234479,-0.23972134
KX979165,0.29605305,0.9375973,-0.1823842
MF146193,0.4159099,0.8898084,-0.1877765
KX979544,0.31080845,0.94317365,-0.11756556
KX979432,0.44712105,0.8721561,-0.19856144
MF146506,0.30317503,0.9225101,-0.2388724
KX978504,0.30410716,0.9372067,-0.17077026
MF682763,0.39354396,0.9000195,-0.18731749
MF146414,0.30198666,0.92583334,-0.22723703
KX978612,0.33621478,0.9254296,-0.17475614
MF146473,0.30328354,0.9229033,-0.23721027
KX977620,0.29604784,0.9391159,-0.17440434
MF694124,0.39858943,0.8961586,-0.19500329
MF146174,0.2843953,0.9326222,-0.22211538
MF145738,0.45011654,0.86832607,-0.20833859
MF146800,0.30610424,0.9224516,-0.23533607
MF682757,0.30058634,0.92734426,-0.2228914
KX979380,0.30878198,0.94419885,-0.11463982
MF147961,0.45011654,0.86832607,-0.20833859
MF147302,0.29962903,0.9234479,-0.23972134
MF575089,0.30410716,0.9372067,-0.17077026
MF682685,0.4170118,0.8896555,-0.1860488
MF682661,0.2843953,0.9326222,-0.22211538
KX979111,0.33736047,0.9282895,-0.15641811
MF146858,0.29962903,0.9234479,-0.23972134
KX978441,0.30410716,0.9372067,-0.17077026
MF148040,0.41538998,0.8893812,-0.1909246
KX978020,0.30601367,0.9274628,-0.214868
MF146352,0.45011654,0.86832607,-0.20833859
KX979200,0.30610424,0.9224516,-0.23533607
MF575196,0.30791852,0.93696576,-0.16517077
MF682843,0.2907329,0.93050265,-0.22279847
MF682838,0.41110775,0.8922292,-0.18686198
MF682844,0.30662817,0.94672686,-0.09842403
MF147682,0.45011654,0.86832607,-0.20833859
MF146167,0.29962903,0.9234479,-0.23972134
MF575309,0.30045992,0.9373639,-0.17627423
KX979094,0.43564248,0.88093925,-0.18482855
MF147197,0.29962903,0.9234479,-0.23972134
KX978735,0.29892454,0.9379692,-0.17566386
MF147982,0.4159415,0.88969123,-0.188261
MF147594,0.30456278,0.92504317,-0.22701679
MF147122,0.30610424,0.9224516,-0.23533607
MF575190,0.44152373,0.8782512,-0.1836618
MF146360,0.28647158,0.9315327,-0.22401097
KX978043,0.30596,0.92292106,-0.23367736
MF146714,0.3221906,0.9395229,-0.1161462
MF147911,0.30610424,0.9224516,-0.23533607
MF148148,0.30366996,0.91577667,-0.26294026
MF148103,0.29589933,0.92673814,-0.2315169
MF147940,0.30610424,0.9224516,-0.23533607
MF148072,0.28647158,0.9315327,-0.22401097
MF147735,0.301848,0.9413068,-0.15109353
MF146672,0.30126044,0.9227692,-0.24029018
KX978929,0.29471698,0.94825715,-0.11811063
MF146970,0.28647158,0.9315327,-0.22401097
MF959989,0.30198666,0.92583334,-0.22723703
KX977869,0.2751714,0.9524354,-0.1309492
MF146383,0.30328354,0.9229033,-0.23721027
MF694030,0.3724434,0.92049074,0.11824798
MF693939,0.40269986,0.8940644,-0.1961676
MF146828,0.4159415,0.88969123,-0.188261
MF146469,0.22581935,0.9638391,-0.14149135
CY185393,0.20678191,0.9683925,-0.13948895
MF147673,0.30126044,0.9227692,-0.24029018
MF146643,0.4159415,0.88969123,-0.188261
MF145921,0.30126044,0.9227692,-0.24029018
MF145764,0.4159415,0.88969123,-0.188261
KX978470,0.30126044,0.9227692,-0.24029018
MF147698,0.30126044,0.9227692,-0.24029018
MF146202,0.2896337,0.93060505,-0.22380044
MF146594,0.30126044,0.9227692,-0.24029018
MF146076,0.4159415,0.88969123,-0.188261
MF146496,0.30126044,0.9227692,-0.24029018
MF146816,0.40971982,0.89148283,-0.1933597
MF145843,0.30126044,0.9227692,-0.24029018
MF146537,0.4159415,0.88969123,-0.188261
KX978071,0.30126044,0.9227692,-0.24029018
MF147537,0.30126044,0.9227692,-0.24029018
MF146211,0.30126044,0.9227692,-0.24029018
MF682767,0.40269986,0.8940644,-0.1961676
MF145989,0.28647158,0.9315327,-0.22401097
MF146421,0.30198666,0.92583334,-0.22723703
MF145955,0.27511194,0.95242554,-0.13114487
MF146395,0.30610424,0.9224516,-0.23533607
KX978369,0.30069587,0.93753374,-0.17496407
MF693921,0.39858943,0.8961586,-0.19500329
MK192316,0.38993794,0.895006,-0.2165935
MF145888,0.4160041,0.8897516,-0.18783693
MF146634,0.3060402,0.9191443,-0.24801861
MF148145,0.3060402,0.9191443,-0.24801861
KX977670,0.3060402,0.9191443,-0.24801861
MF146769,0.41577455,0.8891167,-0.19131891
MF147610,0.3060402,0.9191443,-0.24801861
MF147728,0.4159415,0.88969123,-0.188261
MF145811,0.3060402,0.9191443,-0.24801861
MF147656,0.2969752,0.92441326,-0.23930298
MF146014,0.4159415,0.88969123,-0.188261
MF147422,0.2969752,0.92441326,-0.23930298
MF146085,0.4160041,0.8897516,-0.18783693
MF147944,0.2969752,0.92441326,-0.23930298
MF575228,0.29138082,0.9325366,-0.2132431
MF575118,0.4159415,0.88969123,-0.188261
MF146043,0.2969752,0.92441326,-0.23930298
MF147239,0.4165548,0.8890124,-0.19010268
MF147717,0.2969752,0.92441326,-0.23930298
MF575207,0.30064496,0.9461992,-0.119664386
MF146566,0.28647158,0.9315327,-0.22401097
MF147945,0.3097647,0.9234575,-0.22643334
KX979279,0.2849154,0.9491745,-0.13375723
MF146111,0.44712105,0.8721561,-0.19856144
MF146975,0.30610424,0.9224516,-0.23533607
MF146245,0.3012989,0.92576784,-0.22841369
MF694199,0.32422966,0.92257464,-0.20911969
MF146436,0.4160041,0.8897516,-0.18783693
MF147750,0.2969752,0.92441326,-0.23930298
MF682709,0.4165548,0.8890124,-0.19010268
MF147841,0.3060402,0.9191443,-0.24801861
MF147547,0.41666853,0.8922936,-0.17378025
MF146710,0.2969752,0.92441326,-0.23930298
KX979453,0.41658232,0.8912309,-0.17935085
MF146214,0.3060402,0.9191443,-0.24801861
MF147491,0.2979123,0.92720246,-0.22703259
MF147469,0.30126044,0.9227692,-0.24029018
MF682781,0.28956008,0.9300539,-0.22617392
KX977811,0.30126044,0.9227692,-0.24029018
MF146391,0.28956008,0.9300539,-0.22617392
MF146872,0.3060402,0.9191443,-0.24801861
MF146670,0.29630727,0.92854273,-0.22362974
MF145901,0.3060402,0.9191443,-0.24801861
MF145978,0.29035184,0.9303196,-0.22405618
MF146441,0.3060402,0.9191443,-0.24801861
MF145725,0.41938248,0.8896114,-0.18085879
KX978831,0.3060402,0.9191443,-0.24801861
MF147289,0.31381723,0.94102687,-0.12644044
KR087564,0.30334434,0.9442226,-0.12816364
MF682666,0.28920534,0.9478822,-0.13371493
MF575109,0.44712105,0.8721561,-0.19856144
MF145876,0.30610424,0.9224516,-0.23533607
KX977868,0.3025749,0.92567366,-0.22710511
MF147493,0.29604784,0.9391159,-0.17440434
MF694207,0.32422966,0.92257464,-0.20911969
MF146424,0.28956008,0.9300539,-0.22617392
MF146204,0.30126044,0.9227692,-0.24029018
MF145709,0.2969752,0.92441326,-0.23930298
KX978101,0.2969752,0.92441326,-0.23930298
MF682721,0.2828468,0.9343965,-0.21656601
MF682880,0.29105398,0.9304444,-0.22262228
MF147965,0.2969752,0.92441326,-0.23930298
MF146501,0.28956008,0.9300539,-0.22617392
MF148047,0.3060402,0.9191443,-0.24801861
MF147192,0.41766292,0.8905619,-0.18015882
MF147095,0.29616973,0.92462695,-0.23947555
MF146737,0.41766292,0.8905619,-0.18015882
KX978834,0.30126044,0.9227692,-0.24029018
MF146931,0.4160041,0.8897516,-0.18783693
MF146562,0.2969752,0.92441326,-0.23930298
MF146836,0.4159415,0.88969123,-0.188261
MF146693,0.2969752,0.92441326,-0.23930298
MF147849,0.4160041,0.8897516,-0.18783693
MF147375,0.30102667,0.9226673,-0.24097283
MF575016,0.28647158,0.9315327,-0.22401097
MF147869,0.31208158,0.9418637,-0.12449
KX979026,0.279331,0.9484251,-0.1498803
MF146964,0.30328354,0.9229033,-0.23721027
MF147858,0.3028665,0.9247822,-0.23032519
KX978275,0.30366996,0.91577667,-0.26294026
MF693954,0.31889722,0.92594326,-0.20232087
MF146060,0.4160041,0.8897516,-0.18783693
MF147078,0.29577467,0.9250209,-0.2384401
KX977730,0.41990742,0.8881208,-0.18686688
KX977728,0.29362586,0.9193413,-0.26190704
MF146767,0.4159415,0.88969123,-0.188261
KX979079,0.29962903,0.9234479,-0.23972134
KX979576,0.2920054,0.9320438,-0.21453972
KX977618,0.29878607,0.9235507,-0.2403768
MF147070,0.4159415,0.88969123,-0.188261
MF146502,0.30255798,0.92377055,-0.23474833
MF146577,0.4159415,0.88969123,-0.188261
KX979040,0.2969752,0.92441326,-0.23930298
MF145996,0.29987538,0.92702854,-0.22515066
KX979045,0.2920857,0.9274639,-0.23344533
MF147363,0.29559228,0.9315802,-0.21162146
KX978218,0.29754162,0.9246172,-0.23780687
MF148111,0.4160041,0.8897516,-0.18783693
MF146309,0.29892695,0.9239242,-0.23876074
KX978340,0.28647158,0.9315327,-0.22401097
KX978293,0.30454126,0.9246022,-0.22883506
KX978651,0.33669132,0.9335935,-0.122645885
MF575308,0.30610424,0.9224516,-0.23533607
MF146285,0.3028665,0.9247822,-0.23032519
MF694046,0.31889722,0.92594326,-0.20232087
MF682647,0.30058634,0.92734426,-0.2228914
MF147768,0.29688063,0.92557067,-0.23490614
MF147657,0.4160041,0.8897516,-0.18783693
MF147484,0.29892695,0.9239242,-0.23876074
KX978323,0.41997865,0.88817555,-0.18644574
KX978027,0.29892695,0.9239242,-0.23876074
MF682816,0.29362586,0.9193413,-0.26190704
MF146344,0.29362586,0.9193413,-0.26190704
MF147573,0.29892695,0.9239242,-0.23876074
MF147559,0.29892695,0.9239242,-0.23876074
KX979456,0.4377448,0.88090235,-0.17997381
KX978937,0.29892695,0.9239242,-0.23876074
KX978955,0.4377448,0.88090235,-0.17997381
KX978911,0.29916146,0.92348284,-0.24017073
CY185409,0.23205355,0.965394,-0.11901902
CY185513,0.30693266,0.9257052,-0.22104813
CY185521,0.34073266,0.91029805,-0.23507166
CY185569,0.30244806,0.946062,-0.11615447
CY185529,0.3004537,0.9277136,-0.22152889
CY185537,0.30693266,0.9257052,-0.22104813
CY185585,0.3263134,0.9298434,-0.17003171
CY185553,0.30693266,0.9257052,-0.22104813
CY185489,0.3085607,0.94181865,-0.1332972
CY185649,0.3535398,0.93187267,0.08138144
CY185545,0.34765282,0.9096117,-0.22747348
CY185697,0.36800465,0.926789,0.075064525
CY185657,0.29365122,0.9211629,-0.25539768
CY185617,0.36959192,0.92471874,0.09108785
CY077000,0.26786137,0.9492973,-0.16457477
CY184471,0.2872377,0.9469002,-0.14447993
CY184488,0.28696305,0.94520634,-0.15568288
KJ907487,0.44844127,0.87499297,0.18244936
CY207205,0.2643282,0.95518506,-0.13323712
KX101174,0.2644586,0.95531714,-0.13202584
KX101129,0.258426,0.956705,-0.13390896
CY207213,0.2583528,0.95655674,-0.13510373
MF461180,0.30721667,0.9450209,-0.11204178
MF461188,0.31560722,0.9292655,-0.19198385
MH201562,0.313134,0.9447244,-0.09717497
MH201570,0.31745946,0.92835706,-0.1933202
MH498730,0.29156843,0.93015337,-0.22316518
MH574749,0.20173936,0.89794284,-0.39115202
EF607857,0.3666935,0.87095934,0.3270561
MH637032,0.16516007,0.7618683,-0.6263216
KF424234,0.53635824,0.8122605,0.229244
EU743306,0.515953,0.8212892,0.24346764
KU289895,0.21040781,0.89866936,-0.38486624
KU289903,0.22951534,0.8946052,-0.3834114
KF424186,0.52671677,0.81475407,0.24237424
KU289911,0.21724537,0.90733206,-0.35993475
KU289919,0.25280848,0.8925427,-0.3734372
KU289927,0.25090706,0.89139843,-0.37743148
KU289935,0.22295539,0.90006465,-0.3743989
KU289943,0.23071553,0.90679705,-0.35283068
KU289951,0.22213437,0.89800566,-0.37979236
KU289959,0.2192042,0.8965197,-0.38496998
KY551207,0.22586197,0.9054298,-0.3594208
FJ357053,0.498309,0.8418973,0.20711623
FJ357037,0.49143878,0.84066546,0.2275291
FJ357061,0.49670687,0.843248,0.205463
FJ357045,0.49100947,0.840453,0.22923447
CY187111,-0.13567998,0.7616857,-0.6335816
CY187077,0.2625019,0.96016073,-0.095833115
CY187168,0.17688502,0.7432572,-0.645198
CY187176,-0.13142352,0.76359814,-0.6321754
CY187095,0.17898005,0.79383326,-0.5812013
CY187103,0.17898005,0.79383326,-0.5812013
CY005964,0.17881447,0.7744565,-0.60682994
CY003960,0.40521502,0.913635,0.032739777
CY005947,0.20960891,0.7999793,-0.5622253
CY004162,0.39384827,0.9186988,0.029601492
CY005965,0.19919391,0.7963492,-0.5710952
CY005974,0.22140887,0.9145155,-0.3385846
CY005940,-0.06742454,0.6934873,-0.71730703
CY004036,0.405968,0.91289145,-0.042654168
CY004670,-0.077987045,0.66375244,-0.7438755
CY005955,0.19001925,0.7947398,-0.5764385
CY004178,0.39373872,0.91864914,0.03246072
CY004194,0.38441,0.9207005,0.06737613
CY005994,0.33919024,0.8812839,-0.32907265
MH411901,0.163602,0.7663799,-0.62120557
MH412293,0.163602,0.7663799,-0.62120557
MH412269,0.163602,0.7663799,-0.62120557
MH411802,0.16516007,0.7618683,-0.6263216
MH412331,0.163602,0.7663799,-0.62120557
MH412514,0.17109974,0.7648154,-0.6211138
CY047520,-0.04925719,0.7554189,-0.65338814
CY101643,0.18356624,0.8003267,-0.57077193
CY101446,-0.064223826,0.6917351,-0.7192898
CY101081,-0.09923593,0.6853967,-0.7213762
CY004539,0.494598,0.84196544,0.215562
CY126968,0.3885734,0.9213,0.014733486
MH412110,0.16565622,0.76156783,-0.62655604
MH412175,0.16565622,0.76156783,-0.62655604
MH412355,0.16528913,0.75859493,-0.63024855
MH412425,0.16516007,0.7618683,-0.6263216
MH411947,-0.20744568,0.7202177,-0.6620066
MH412107,0.16516007,0.7618683,-0.6263216
CY102228,0.4014177,0.9153055,0.032858524
MH981697,-0.21630777,0.71059656,-0.66952485
MH981698,0.16572855,0.765437,-0.62180406
MH411951,0.16516007,0.7618683,-0.6263216
MH411757,-0.21497527,0.7013417,-0.6796363
MH932330,0.163602,0.7663799,-0.62120557
MH932306,0.163602,0.7663799,-0.62120557
MH932402,0.163602,0.7663799,-0.62120557
MH932440,0.163602,0.7663799,-0.62120557
MH932298,0.163602,0.7663799,-0.62120557
MH412354,0.16516007,0.7618683,-0.6263216
MH411784,0.16995116,0.7660969,-0.61984843
MH412168,0.16516007,0.7618683,-0.6263216
MH412097,0.16516007,0.7618683,-0.6263216
MH412473,0.16516007,0.7618683,-0.6263216
CY185705,-0.07140171,0.67559105,-0.7338109
CY102959,-0.042606115,0.7567624,-0.65230006
MH411895,0.16516013,0.7618683,-0.62632173
MH412238,0.163602,0.76637983,-0.62120557
CY137706,0.31475788,0.85790956,-0.4061018
CY005967,0.19675082,0.7939858,-0.57521784
MH411995,-0.09850018,0.6948638,-0.7123637
CY103394,0.18299507,0.7511887,-0.6342147
CY103402,-0.036281403,0.7551539,-0.6545428
CY101363,-0.036281403,0.7551539,-0.6545428
CY103434,-0.093305945,0.6798558,-0.72738576
CY136550,0.30235222,0.8637653,-0.40310377
CY101571,0.16559903,0.78445655,-0.59766626
MH637166,0.16516007,0.7618683,-0.6263216
MH637321,-0.11571497,0.71897954,-0.68533087
MH932195,-0.12016416,0.7206764,-0.6827781
MH936476,-0.12016416,0.7206764,-0.6827781
MH936477,0.23157293,0.898241,-0.37354672
MH932537,0.16090079,0.76145905,-0.627926
MH932416,0.16565622,0.76156783,-0.62655604
CY126800,0.40171754,0.91250706,0.07716121
CY120777,0.427402,0.90104127,0.07383861
CY136638,0.5106558,0.82393163,0.24569795
MH411906,-0.10579238,0.69802755,-0.7082129
MH411870,0.163602,0.7663799,-0.62120557
MH412012,0.163602,0.7663799,-0.62120557
MH412003,-0.106322505,0.6910612,-0.7149335
CY149652,0.17285164,0.7986946,-0.57637584
CY149660,-0.10281235,0.7055306,-0.701182
CY149668,0.18388037,0.7591666,-0.62438285
CY149676,0.19324808,0.75922155,-0.62148035
CY149748,0.19324808,0.75922155,-0.62148035
CY149684,0.19425802,0.75927,-0.62110615
CY149692,-0.13889188,0.74403757,-0.653542
CY149700,-0.10635434,0.70523655,-0.70094943
CY149708,-0.13889188,0.74403757,-0.653542
CY149716,-0.11676921,0.74704134,-0.65444183
CY149724,-0.13889188,0.74403757,-0.653542
CY149732,-0.13889188,0.74403757,-0.653542
CY149740,-0.10163779,0.712272,-0.6945058
CY149764,0.25720456,0.95960087,-0.114069946
CY149780,0.19109476,0.7584169,-0.6231264
CY149756,0.18975975,0.75637573,-0.62600875
CY149772,0.18975975,0.75637573,-0.62600875
CY149788,0.18975975,0.75637573,-0.62600875
CY067670,0.23745975,0.898566,-0.36904186
CY096640,0.2785192,0.95435804,-0.107832015
CY096648,0.47897583,0.8656748,-0.14556484
CY096656,-0.09686951,0.76640785,-0.63500816
CY096664,0.47582832,0.8634477,-0.16746768
CY096704,0.36523563,0.8855423,0.28708524
CY096720,0.3720342,0.8842776,0.28221223
CY096624,0.2772548,0.9552937,-0.10268282
CY096632,0.2772548,0.9552937,-0.10268282
CY096672,0.3717993,0.8861997,0.27643314
CY096680,0.37100056,0.8847882,0.2819722
CY096688,0.47955427,0.8627698,-0.1601751
CY096712,0.49187696,0.8567169,-0.15521972
MK326729,0.3359123,0.8990877,0.28072086
MK326741,0.34429333,0.8964546,0.27898255
MK327718,0.24723549,0.9255983,-0.28660506
MK326762,0.34500143,0.8966063,0.27761665
MK326782,0.34103817,0.89974004,0.27232504
MK326790,0.33476904,0.9015097,0.27424425
MK326648,0.356172,0.88425016,0.30206493
MK327710,0.5393205,0.8097688,0.23110123
MK327742,0.450265,0.89232075,0.032017175
MK327694,0.25354144,0.92348886,-0.28789774
MK327702,0.24723549,0.9255983,-0.28660506
MK326656,0.24723549,0.9255983,-0.28660506
MK326664,0.34864074,0.8950716,0.27802232
MK327734,0.24723549,0.9255983,-0.28660506
MK326681,0.4508345,0.88340795,-0.12782246
MK326689,0.22513759,0.9519141,-0.20778055
MK326713,0.22617283,0.9507043,-0.21214904
MK326697,0.21274011,0.9557628,-0.20312363
MK327750,0.23186748,0.9015485,-0.36530492
MK327782,0.23186748,0.9015485,-0.36530492
MK326705,0.44209275,0.8962216,0.036618676
MK327617,-0.0830921,0.75021344,-0.6559539
MK327625,-0.06696491,0.7492943,-0.6588427
MK327633,-0.07908628,0.7515263,-0.6549455
MK327650,0.3500695,0.93559325,-0.046007384
MK327658,0.17407379,0.75852257,-0.6279664
MK327726,0.24723549,0.9255983,-0.28660506
MK327686,0.24723549,0.9255983,-0.28660506
MK327758,0.25428715,0.92115176,-0.29464835
MK327766,0.4411711,0.8863885,-0.14029779
MK327774,0.21530811,0.95187217,-0.21813245
MK326721,-0.0830921,0.75021344,-0.6559539
MK326754,-0.07908628,0.7515263,-0.6549455
MK326798,-0.082039185,0.75049436,-0.65576506
MK326806,0.3494243,0.9358748,-0.045177948
MK326834,0.4474678,0.8810763,-0.15322211
MK326845,0.21137315,0.95338446,-0.2153588
KX365067,0.36429778,0.8886183,0.27864775
KY644223,0.16238065,0.75201094,-0.6388365
KX960411,0.1619558,0.7573491,-0.6326079
KY644305,0.15720482,0.73422927,-0.66045
KX960487,0.5347773,0.8179292,0.21214391
KY644240,-0.09165609,0.7469362,-0.65854794
KY644276,0.17542848,0.7929496,-0.58348584
KX960476,0.5102891,0.83258957,0.21540576
KY243287,0.17530723,0.79998004,-0.573846
KY644289,-0.077758215,0.7639753,-0.6405431
KX960443,0.18147188,0.7973183,-0.57563144
KY644462,0.18295753,0.7957663,-0.5773063
KY644361,0.5301228,0.8201926,0.21506731
KY644283,-0.099755906,0.727375,-0.678951
KY644355,0.25262862,0.9552434,-0.1539116
KY644368,0.5247321,0.8255991,0.20746635
KY644397,0.28218487,0.95351154,-0.105770536
KY644415,0.36026874,0.8800734,0.30931732
KY644423,0.251551,0.924893,-0.28512275
KX960467,0.51554626,0.82558054,0.22940952
KJ195668,0.27285248,0.91824746,-0.28700727
KY644472,0.22199412,0.92144865,-0.3188275
KX960412,0.21752119,0.9237325,-0.31528208
KX960458,0.2168043,0.9224068,-0.31962726
KY644383,0.17866403,0.79548746,-0.5790327
KX960387,0.1763309,0.7489829,-0.63869566
KY644211,0.17067212,0.75207776,-0.63659257
KY644351,0.21911456,0.92569536,-0.30834553
KY673153,0.18703753,0.8061982,-0.5613034
KY673170,0.21483594,0.9254016,-0.31221354
KX960451,0.22080623,0.9218175,-0.3185861
KX960469,0.1808976,0.75045925,-0.63567835
KY644317,0.20871931,0.9225762,-0.32448325
KY644508,0.15172826,0.7366276,-0.6590587
KY644318,0.2851279,0.953603,-0.09666069
KY644398,0.25049174,0.8679012,-0.42895362
KY644236,0.23833646,0.9177955,-0.31756443
KY644232,0.24803703,0.92580056,-0.28525594
KY644498,0.365741,0.8865196,0.28340167
KY673155,0.2254231,0.92230743,-0.3139003
KY644258,0.24803703,0.92580056,-0.28525594
CY132657,-0.06576581,0.766682,-0.6386498
CY132901,0.17311876,0.7894664,-0.58887404
CY132909,0.17311876,0.7894664,-0.58887404
CY133625,0.18458131,0.7920493,-0.58188283
CY166370,0.26033598,0.9584371,-0.11671954
CY186732,-0.13344288,0.75919986,-0.6370311
CY186740,0.27357545,0.9566412,-0.09997061
CY186638,0.17736559,0.74146295,-0.64712757
CY186648,0.51958126,0.8172567,0.24925247
KY584002,-0.08082161,0.7365971,-0.6714854
MG279999,-0.14281033,0.7782472,-0.6115034
MK236869,0.17166291,0.7729707,-0.61077666
MK237966,0.35283452,0.9341594,-0.05342429
MK237240,-0.117393106,0.79205453,-0.59905636
MK237897,0.15543133,0.75621915,-0.6355893
MK236844,-0.14163876,0.78603566,-0.60173607
MK237824,0.17149203,0.7617471,-0.6247654
CY133569,-0.13586836,0.79343766,-0.59329295
CY133601,-0.12038036,0.79627436,-0.59283704
CY133609,-0.14643323,0.7662285,-0.6256607
CY133617,-0.11000086,0.7690856,-0.62960875
KJ568345,0.24074143,0.9002772,-0.36269075
KJ568225,0.17513302,0.7913663,-0.58571994
KJ567921,0.15234174,0.7480677,-0.6458999
KJ568073,0.17095213,0.7904789,-0.5881483
KJ568089,-0.09357066,0.7106591,-0.69728625
KJ568273,-0.12889433,0.754322,-0.64372706
KJ567905,-0.12889433,0.754322,-0.64372706
KJ568153,0.17592022,0.78801936,-0.589981
KJ568105,0.17186998,0.79242504,-0.58525485
KJ568129,0.14830954,0.72253776,-0.67523575
KJ568241,0.17015661,0.7889843,-0.5903816
KJ567897,0.14847039,0.7521822,-0.6420113
CY166274,-0.12093149,0.7919124,-0.5985402
KY551507,0.17482609,0.75038695,-0.63746
KM374034,-0.14519857,0.6665808,-0.73115474
CY139713,0.19189341,0.7814096,-0.59378105
CY139721,0.4081659,0.91226935,0.034134656
KY551229,-0.10603556,0.78120744,-0.6152002
CY140927,0.1573305,0.7512613,-0.6409787
CY140977,-0.06217979,0.77243376,-0.63204414
CY140993,0.22133745,0.96786296,-0.11937701
CY141001,0.1846518,0.7845308,-0.5919587
CY205573,-0.12584478,0.7842184,-0.6075893
CY205581,-0.107678816,0.7875968,-0.60670954
CY205589,0.3359533,0.85710526,-0.3905201
CY205597,0.173959,0.7361708,-0.6540571
CY205605,0.1823985,0.7380686,-0.64960414
CY205614,0.15768325,0.752695,-0.6392075
CY205622,0.1671329,0.74916923,-0.6409462
CY205686,-0.10853517,0.79737335,-0.5936462
CY185945,0.22683784,0.9071381,-0.3544644
CY206276,0.16258141,0.7423772,-0.64995646
CY206316,-0.060547896,0.7652037,-0.6409346
CY206325,0.17465614,0.8025063,-0.5705076
CY206333,-0.06683114,0.7129146,-0.69805896
CY139705,0.26802912,0.94981235,-0.16129771
CY078353,-0.08752275,0.7252383,-0.6829122
KT887259,0.2410959,0.89953285,-0.36429864
KT887299,0.31743917,0.8921563,-0.3213867
KT887315,0.22602385,0.90008336,-0.37250927
KT887323,0.22602385,0.90008336,-0.37250927
CY206587,0.17240766,0.7391086,-0.6511482
KY013684,0.17129949,0.7424505,-0.6476293
CY206595,0.16102338,0.7473308,-0.6446458
CY206603,0.34031913,0.89299434,-0.2945233
KT887331,0.28513256,0.8697836,-0.4027107
KT887339,0.22602385,0.90008336,-0.37250927
CY206643,0.18522389,0.74980426,-0.63520527
KT887347,0.32624567,0.88142926,-0.3415351
KT887355,0.32624567,0.88142926,-0.3415351
KT887363,0.28593883,0.86781996,-0.4063587
KT887371,0.2834912,0.869577,-0.40431252
KT887386,0.23650284,0.9018312,-0.36161703
KT887394,0.23491682,0.89968455,-0.36794254
KT887402,0.3195983,0.8910858,-0.32221594
KT887410,0.23470682,0.90050685,-0.36606035
KT887418,0.22602385,0.90008336,-0.37250927
KY013748,-0.03711323,0.77899337,-0.6259329
KY013756,0.22641087,0.9058879,-0.3579177
KY013764,0.23481886,0.8957978,-0.3773677
KY013772,0.23605758,0.8951537,-0.3781227
KY013802,0.21080607,0.91266346,-0.35015178
KY013810,0.2347949,0.8998575,-0.3675972
KY013857,0.23201714,0.90632975,-0.35317758
KY013865,0.1628896,0.7480032,-0.64339584
KY013976,0.21729548,0.9070118,-0.3607108
KY014020,0.17354292,0.7567429,-0.6302563
KY063748,0.22623599,0.90013254,-0.37226158
KY063756,0.22623599,0.90013254,-0.37226158
KY063764,0.22623599,0.90013254,-0.37226158
KY063772,0.22623599,0.90013254,-0.37226158
KY063780,0.22623599,0.90013254,-0.37226158
KY063788,0.22623599,0.90013254,-0.37226158
KY063796,0.22623599,0.90013254,-0.37226158
KY063804,0.22623599,0.90013254,-0.37226158
KY063812,0.22623599,0.90013254,-0.37226158
KY063820,0.22623599,0.90013254,-0.37226158
KY063828,0.22623599,0.90013254,-0.37226158
KY063844,0.22623599,0.90013254,-0.37226158
